LongStationName,ShortStationName,StationNumber,SampleCode,CollectionDate,Analyte,CASReg_Number,Result,RptLimit,Units,Method,Depth,Matrix,SampleType,ParentSample,Description,Notes
Middle River @ Union Point - P10A,MR@UnionPt/P10A,B9D75351292,C0123B0004,01/04/2023 15:20,Field Specific Conductance,0, 415.2,,uS/cm@25 °C,EPA 120.1 (Field) [1]*,1 Meters,"Water, Natural",Normal Sample,0,,
Middle River @ Union Point - P10A,MR@UnionPt/P10A,B9D75351292,C0123B0004,01/04/2023 15:20,Field Dissolved Oxygen,0, 9.86,,mg/L,EPA 360.1 (Field) [1]*,1 Meters,"Water, Natural",Normal Sample,0,,
Middle River @ Union Point - P10A,MR@UnionPt/P10A,B9D75351292,C0123B0004,01/04/2023 15:20,Field pH,0, 7.01,,pH Units,EPA 150.1 (Field) [1]*,1 Meters,"Water, Natural",Normal Sample,0,,
Middle River @ Union Point - P10A,MR@UnionPt/P10A,B9D75351292,C0123B0004,01/04/2023 15:20,Field Water Temperature,0, 9.5,,°C,EPA 170.1 (Field) [1]*,1 Meters,"Water, Natural",Normal Sample,0,,
Middle River @ Union Point - P10A,MR@UnionPt/P10A,B9D75351292,C0123B0004,01/04/2023 15:20,Field Turbidity,0, 22.8,,N.T.U.,EPA 180.1 (Field) [D-2]*,1 Meters,"Water, Natural",Normal Sample,0,,
Old R. nr. Byron (St 9) (NEAR HWY 4 BRIDGE),OR nr Byron Hwy 4 Br,B9D75351342,C0123B0005,01/04/2023 16:00,Total Alkalinity,471-34-1,62.2,20,mg/L as CaCO3,Std Method 2320 B [1]*,1 Meters,"Water, Natural",Normal Sample,0,,
Old R. nr. Byron (St 9) (NEAR HWY 4 BRIDGE),OR nr Byron Hwy 4 Br,B9D75351342,C0123B0005,01/04/2023 16:00,Dissolved Ammonia,7664-41-7,0.148,0.05,mg/L as N,EPA 350.1 (D) [1]*,1 Meters,"Water, Natural",Normal Sample,0,,
Old R. nr. Byron (St 9) (NEAR HWY 4 BRIDGE),OR nr Byron Hwy 4 Br,B9D75351342,C0123B0005,01/04/2023 16:00,Dissolved Boron,7440-42-8,0.12,0.1,mg/L,EPA 200.7 (D) [1]*,1 Meters,"Water, Natural",Normal Sample,0,,
Old R. nr. Byron (St 9) (NEAR HWY 4 BRIDGE),OR nr Byron Hwy 4 Br,B9D75351342,C0123B0005,01/04/2023 16:00,Dissolved Bromide,24959-67-9,0.326,0.1,mg/L,EPA 300.0 [1]*,1 Meters,"Water, Natural",Normal Sample,0,,
Old R. nr. Byron (St 9) (NEAR HWY 4 BRIDGE),OR nr Byron Hwy 4 Br,B9D75351342,C0123B0005,01/04/2023 16:00,Dissolved Calcium,7440-70-2,21.9,1,mg/L,EPA 200.7 (D) [1]*,1 Meters,"Water, Natural",Normal Sample,0,,
Old R. nr. Byron (St 9) (NEAR HWY 4 BRIDGE),OR nr Byron Hwy 4 Br,B9D75351342,C0123B0005,01/04/2023 16:00,Dissolved Chloride,16887-00-6,99.2,10,mg/L,EPA 300.0 [1]*,1 Meters,"Water, Natural",Normal Sample,0,,
Old R. nr. Byron (St 9) (NEAR HWY 4 BRIDGE),OR nr Byron Hwy 4 Br,B9D75351342,C0123B0005,01/04/2023 16:00,Chlorophyll a,479-61-8,0.76,0.5,ug/L,Std Method 10200 H [1]*,1 Meters,"Water, Natural",Normal Sample,0,,
Old R. nr. Byron (St 9) (NEAR HWY 4 BRIDGE),OR nr Byron Hwy 4 Br,B9D75351342,C0123B0005,01/04/2023 16:00,Specific Conductance,0,601,5,uS/cm@25 °C,Std Method 2510-B [1]*,1 Meters,"Water, Natural",Normal Sample,0,,
Old R. nr. Byron (St 9) (NEAR HWY 4 BRIDGE),OR nr Byron Hwy 4 Br,B9D75351342,C0123B0005,01/04/2023 16:00,Dissolved Hardness,0,113,1,mg/L as CaCO3,Std Method 2340 B (D) [1]*,1 Meters,"Water, Natural",Normal Sample,0,,
Old R. nr. Byron (St 9) (NEAR HWY 4 BRIDGE),OR nr Byron Hwy 4 Br,B9D75351342,C0123B0005,01/04/2023 16:00,Dissolved Magnesium,7439-95-4,14.2,1,mg/L,EPA 200.7 (D) [1]*,1 Meters,"Water, Natural",Normal Sample,0,,
Old R. nr. Byron (St 9) (NEAR HWY 4 BRIDGE),OR nr Byron Hwy 4 Br,B9D75351342,C0123B0005,01/04/2023 16:00,Dissolved Nitrate + Nitrite,NO3+NO2,1.99,0.25,mg/L as N,Std Method 4500-NO3-F [1]*,1 Meters,"Water, Natural",Normal Sample,0,,
Old R. nr. Byron (St 9) (NEAR HWY 4 BRIDGE),OR nr Byron Hwy 4 Br,B9D75351342,C0123B0005,01/04/2023 16:00,Dissolved Organic Carbon,7440-44-0,6.2,0.5,mg/L as C,Std Method 5310C (D) [1]*,1 Meters,"Water, Natural",Normal Sample,0,,
Old R. nr. Byron (St 9) (NEAR HWY 4 BRIDGE),OR nr Byron Hwy 4 Br,B9D75351342,C0123B0005,01/04/2023 16:00,Total Organic Carbon,7440-44-0,5.6,0.5,mg/L as C,Std Method 5310C (T) [1]*,1 Meters,"Water, Natural",Normal Sample,0,,
Old R. nr. Byron (St 9) (NEAR HWY 4 BRIDGE),OR nr Byron Hwy 4 Br,B9D75351342,C0123B0005,01/04/2023 16:00,Dissolved ortho-Phosphate,14265-44-2,0.074,0.05,mg/L as P,EPA 365.1 [1]*,1 Meters,"Water, Natural",Normal Sample,0,,
Old R. nr. Byron (St 9) (NEAR HWY 4 BRIDGE),OR nr Byron Hwy 4 Br,B9D75351342,C0123B0005,01/04/2023 16:00,Pheophytin a,0,1.18,0.5,ug/L,Std Method 10200 H [1]*,1 Meters,"Water, Natural",Normal Sample,0,,
Old R. nr. Byron (St 9) (NEAR HWY 4 BRIDGE),OR nr Byron Hwy 4 Br,B9D75351342,C0123B0005,01/04/2023 16:00,Total Phosphorus,7723-14-0,0.11,0.01,mg/L as P,EPA 365.4 [1]*,1 Meters,"Water, Natural",Normal Sample,0,,
Old R. nr. Byron (St 9) (NEAR HWY 4 BRIDGE),OR nr Byron Hwy 4 Br,B9D75351342,C0123B0005,01/04/2023 16:00,Dissolved Potassium,7440-09-7,4.57,0.5,mg/L,EPA 200.7 (D) [1]*,1 Meters,"Water, Natural",Normal Sample,0,,
Old R. nr. Byron (St 9) (NEAR HWY 4 BRIDGE),OR nr Byron Hwy 4 Br,B9D75351342,C0123B0005,01/04/2023 16:00,Dissolved Silica (SiO2),14808-60-7,14.4,0.1,mg/L,EPA 200.7 (D) [1]*,1 Meters,"Water, Natural",Normal Sample,0,,
Old R. nr. Byron (St 9) (NEAR HWY 4 BRIDGE),OR nr Byron Hwy 4 Br,B9D75351342,C0123B0005,01/04/2023 16:00,Dissolved Sodium,7440-23-5,62.9,1,mg/L,EPA 200.7 (D) [1]*,1 Meters,"Water, Natural",Normal Sample,0,,
Old R. nr. Byron (St 9) (NEAR HWY 4 BRIDGE),OR nr Byron Hwy 4 Br,B9D75351342,C0123B0005,01/04/2023 16:00,Total Dissolved Solids,0,332,2.5,mg/L,Std Method 2540 C [1]*,1 Meters,"Water, Natural",Normal Sample,0,,
Old R. nr. Byron (St 9) (NEAR HWY 4 BRIDGE),OR nr Byron Hwy 4 Br,B9D75351342,C0123B0005,01/04/2023 16:00,Total Suspended Solids,0,13.4,2.5,mg/L,Std Method 2540 D [1]*,1 Meters,"Water, Natural",Normal Sample,0,,
Old R. nr. Byron (St 9) (NEAR HWY 4 BRIDGE),OR nr Byron Hwy 4 Br,B9D75351342,C0123B0005,01/04/2023 16:00,Volatile Suspended Solids,0,3.4,2.5,mg/L,Std Method 2540 E [1]*,1 Meters,"Water, Natural",Normal Sample,0,,
Old R. nr. Byron (St 9) (NEAR HWY 4 BRIDGE),OR nr Byron Hwy 4 Br,B9D75351342,C0123B0005,01/04/2023 16:00,Dissolved Sulfate,14808-79-8,39.2,10,mg/L,EPA 300.0 [1]*,1 Meters,"Water, Natural",Normal Sample,0,,
Old R. nr. Byron (St 9) (NEAR HWY 4 BRIDGE),OR nr Byron Hwy 4 Br,B9D75351342,C0123B0005,01/04/2023 16:00,Total Kjeldahl Nitrogen,TKN,0.707,0.1,mg/L as N,EPA 351.2 [1]*,1 Meters,"Water, Natural",Normal Sample,0,,
Old R. nr. Byron (St 9) (NEAR HWY 4 BRIDGE),OR nr Byron Hwy 4 Br,B9D75351342,C0123B0005,01/04/2023 16:00,Field Specific Conductance,0, 603,,uS/cm@25 °C,EPA 120.1 (Field) [1]*,1 Meters,"Water, Natural",Normal Sample,0,,
Old R. nr. Byron (St 9) (NEAR HWY 4 BRIDGE),OR nr Byron Hwy 4 Br,B9D75351342,C0123B0005,01/04/2023 16:00,Field Dissolved Oxygen,0, 10.23,,mg/L,EPA 360.1 (Field) [1]*,1 Meters,"Water, Natural",Normal Sample,0,,
Old R. nr. Byron (St 9) (NEAR HWY 4 BRIDGE),OR nr Byron Hwy 4 Br,B9D75351342,C0123B0005,01/04/2023 16:00,Field pH,0, 7.18,,pH Units,EPA 150.1 (Field) [1]*,1 Meters,"Water, Natural",Normal Sample,0,,
Old R. nr. Byron (St 9) (NEAR HWY 4 BRIDGE),OR nr Byron Hwy 4 Br,B9D75351342,C0123B0005,01/04/2023 16:00,Field Water Temperature,0, 9.3,,°C,EPA 170.1 (Field) [1]*,1 Meters,"Water, Natural",Normal Sample,0,,
Old R. nr. Byron (St 9) (NEAR HWY 4 BRIDGE),OR nr Byron Hwy 4 Br,B9D75351342,C0123B0005,01/04/2023 16:00,Field Turbidity,0, 15.2,,N.T.U.,EPA 180.1 (Field) [D-2]*,1 Meters,"Water, Natural",Normal Sample,0,,
Eastside Delta Mendota Canal intake at Jones PP,DMC intake at Jones,B9C74781351,C0121B0001,01/05/2021 10:42,Dissolved Ammonia,7664-41-7,0.052,0.05,mg/L as N,EPA 350.1 (D) [1]*,1 Meters,"Water, Natural",Normal Sample,0,Lock-up grab,
Eastside Delta Mendota Canal intake at Jones PP,DMC intake at Jones,B9C74781351,C0121B0001,01/05/2021 10:42,Dissolved Ammonia,7664-41-7,0.053,0.05,mg/L as N,EPA 350.1 (D) [1]*,1 Meters,"Water, Natural",Normal Sample,0,Lock-up grab,
Eastside Delta Mendota Canal intake at Jones PP,DMC intake at Jones,B9C74781351,C0121B0001,01/05/2021 10:42,Dissolved Bromide,24959-67-9,0.4,0.05,mg/L,EPA 300.0 [1]*,1 Meters,"Water, Natural",Normal Sample,0,Lock-up grab,
Eastside Delta Mendota Canal intake at Jones PP,DMC intake at Jones,B9C74781351,C0121B0001,01/05/2021 10:42,Dissolved Chloride,16887-00-6,126,10,mg/L,EPA 300.0 [1]*,1 Meters,"Water, Natural",Normal Sample,0,Lock-up grab,
Eastside Delta Mendota Canal intake at Jones PP,DMC intake at Jones,B9C74781351,C0121B0001,01/05/2021 10:42,Dissolved Nitrate + Nitrite,NO3+NO2,0.654,0.05,mg/L as N,Std Method 4500-NO3-F [1]*,1 Meters,"Water, Natural",Normal Sample,0,Lock-up grab,
Eastside Delta Mendota Canal intake at Jones PP,DMC intake at Jones,B9C74781351,C0121B0001,01/05/2021 10:42,Dissolved Nitrate + Nitrite,NO3+NO2,0.657,0.05,mg/L as N,Std Method 4500-NO3-F [1]*,1 Meters,"Water, Natural",Normal Sample,0,Lock-up grab,
Eastside Delta Mendota Canal intake at Jones PP,DMC intake at Jones,B9C74781351,C0121B0001,01/05/2021 10:42,Dissolved ortho-Phosphate,14265-44-2,0.058,0.05,mg/L as P,EPA 365.1 [1]*,1 Meters,"Water, Natural",Normal Sample,0,Lock-up grab,
Eastside Delta Mendota Canal intake at Jones PP,DMC intake at Jones,B9C74781351,C0121B0001,01/05/2021 10:42,Dissolved ortho-Phosphate,14265-44-2,0.06,0.05,mg/L as P,EPA 365.1 [1]*,1 Meters,"Water, Natural",Normal Sample,0,Lock-up grab,
Eastside Delta Mendota Canal intake at Jones PP,DMC intake at Jones,B9C74781351,C0121B0001,01/05/2021 10:42,Total Phosphorus,7723-14-0,0.062,0.01,mg/L as P,EPA 365.4 [1]*,1 Meters,"Water, Natural",Normal Sample,0,Lock-up grab,
Eastside Delta Mendota Canal intake at Jones PP,DMC intake at Jones,B9C74781351,C0121B0001,01/05/2021 10:42,Dissolved Sulfate,14808-79-8,33.6,10,mg/L,EPA 300.0 [1]*,1 Meters,"Water, Natural",Normal Sample,0,Lock-up grab,
Eastside Delta Mendota Canal intake at Jones PP,DMC intake at Jones,B9C74781351,C0121B0001,01/05/2021 10:42,Total Kjeldahl Nitrogen,TKN,0.387,0.1,mg/L as N,EPA 351.2 [1]*,1 Meters,"Water, Natural",Normal Sample,0,Lock-up grab,
Eastside Delta Mendota Canal intake at Jones PP,DMC intake at Jones,B9C74781351,C0121B0001,01/05/2021 10:42,Field Specific Conductance,0, 666,,uS/cm@25 °C,EPA 120.1 (Field) [1]*,1 Meters,"Water, Natural",Normal Sample,0,Lock-up grab,
Eastside Delta Mendota Canal intake at Jones PP,DMC intake at Jones,B9C74781351,C0121B0001,01/05/2021 10:42,Field Turbidity,0, 1.97,,N.T.U.,EPA 180.1 (Field) [D-2]*,1 Meters,"Water, Natural",Normal Sample,0,Lock-up grab,
Natomas East Main Drainage Canal @ El Camino Rd,NEMDC @ ElCamino Rd,A0V83671280,C0122B0013,01/05/2022 11:50,Total Alkalinity,471-34-1,104,20,mg/L as CaCO3,Std Method 2320 B [1]*,1 Meters,"Water, Natural",Normal Sample,0,,
Natomas East Main Drainage Canal @ El Camino Rd,NEMDC @ ElCamino Rd,A0V83671280,C0122B0013,01/05/2022 11:50,Total Alkalinity,471-34-1,103,20,mg/L as CaCO3,Std Method 2320 B [1]*,1 Meters,"Water, Natural",Normal Sample,0,,
Natomas East Main Drainage Canal @ El Camino Rd,NEMDC @ ElCamino Rd,A0V83671280,C0122B0013,01/05/2022 11:50,Dissolved Ammonia,7664-41-7,0.073,0.05,mg/L as N,EPA 350.1 (D) [1]*,1 Meters,"Water, Natural",Normal Sample,0,,
Natomas East Main Drainage Canal @ El Camino Rd,NEMDC @ ElCamino Rd,A0V83671280,C0122B0013,01/05/2022 11:50,Dissolved Boron,7440-42-8,<0.1,0.1,mg/L,EPA 200.7 (D) [1]*,1 Meters,"Water, Natural",Normal Sample,0,,
Natomas East Main Drainage Canal @ El Camino Rd,NEMDC @ ElCamino Rd,A0V83671280,C0122B0013,01/05/2022 11:50,Dissolved Bromide,24959-67-9,<0.1,0.1,mg/L,EPA 300.0 [1]*,1 Meters,"Water, Natural",Normal Sample,0,,
Natomas East Main Drainage Canal @ El Camino Rd,NEMDC @ ElCamino Rd,A0V83671280,C0122B0013,01/05/2022 11:50,Dissolved Calcium,7440-70-2,22.6,1,mg/L,EPA 200.7 (D) [1]*,1 Meters,"Water, Natural",Normal Sample,0,,
Natomas East Main Drainage Canal @ El Camino Rd,NEMDC @ ElCamino Rd,A0V83671280,C0122B0013,01/05/2022 11:50,Dissolved Chloride,16887-00-6,20.3,10,mg/L,EPA 300.0 [1]*,1 Meters,"Water, Natural",Normal Sample,0,,
Natomas East Main Drainage Canal @ El Camino Rd,NEMDC @ ElCamino Rd,A0V83671280,C0122B0013,01/05/2022 11:50,Chlorophyll a,479-61-8,1.18,0.5,ug/L,Std Method 10200 H [1]*,1 Meters,"Water, Natural",Normal Sample,0,,
Natomas East Main Drainage Canal @ El Camino Rd,NEMDC @ ElCamino Rd,A0V83671280,C0122B0013,01/05/2022 11:50,Specific Conductance,0,334,5,uS/cm@25 °C,Std Method 2510-B [1]*,1 Meters,"Water, Natural",Normal Sample,0,,
Natomas East Main Drainage Canal @ El Camino Rd,NEMDC @ ElCamino Rd,A0V83671280,C0122B0013,01/05/2022 11:50,Specific Conductance,0,334,5,uS/cm@25 °C,Std Method 2510-B [1]*,1 Meters,"Water, Natural",Normal Sample,0,,
Natomas East Main Drainage Canal @ El Camino Rd,NEMDC @ ElCamino Rd,A0V83671280,C0122B0013,01/05/2022 11:50,Dissolved Hardness,0,102,1,mg/L as CaCO3,Std Method 2340 B (D) [1]*,1 Meters,"Water, Natural",Normal Sample,0,,
Natomas East Main Drainage Canal @ El Camino Rd,NEMDC @ ElCamino Rd,A0V83671280,C0122B0013,01/05/2022 11:50,Dissolved Magnesium,7439-95-4,11.1,1,mg/L,EPA 200.7 (D) [1]*,1 Meters,"Water, Natural",Normal Sample,0,,
Natomas East Main Drainage Canal @ El Camino Rd,NEMDC @ ElCamino Rd,A0V83671280,C0122B0013,01/05/2022 11:50,Dissolved Nitrate + Nitrite,NO3+NO2,1.4,0.05,mg/L as N,Std Method 4500-NO3-F [1]*,1 Meters,"Water, Natural",Normal Sample,0,,
Natomas East Main Drainage Canal @ El Camino Rd,NEMDC @ ElCamino Rd,A0V83671280,C0122B0013,01/05/2022 11:50,Dissolved Organic Carbon,7440-44-0,8.9,0.5,mg/L as C,EPA 415.3 (D) [1]*,1 Meters,"Water, Natural",Normal Sample,0,,
Natomas East Main Drainage Canal @ El Camino Rd,NEMDC @ ElCamino Rd,A0V83671280,C0122B0013,01/05/2022 11:50,Total Organic Carbon,7440-44-0,8.5,0.5,mg/L as C,EPA 415.3 (T) [1]*,1 Meters,"Water, Natural",Normal Sample,0,,
Natomas East Main Drainage Canal @ El Camino Rd,NEMDC @ ElCamino Rd,A0V83671280,C0122B0013,01/05/2022 11:50,Dissolved ortho-Phosphate,14265-44-2,0.248,0.05,mg/L as P,EPA 365.1 [1]*,1 Meters,"Water, Natural",Normal Sample,0,,
Natomas East Main Drainage Canal @ El Camino Rd,NEMDC @ ElCamino Rd,A0V83671280,C0122B0013,01/05/2022 11:50,Pheophytin a,0,6,0.5,ug/L,Std Method 10200 H [1]*,1 Meters,"Water, Natural",Normal Sample,0,,
Natomas East Main Drainage Canal @ El Camino Rd,NEMDC @ ElCamino Rd,A0V83671280,C0122B0013,01/05/2022 11:50,Total Phosphorus,7723-14-0,0.319,0.01,mg/L as P,EPA 365.4 [1]*,1 Meters,"Water, Natural",Normal Sample,0,,
Natomas East Main Drainage Canal @ El Camino Rd,NEMDC @ ElCamino Rd,A0V83671280,C0122B0013,01/05/2022 11:50,Dissolved Potassium,7440-09-7,3.6,0.5,mg/L,EPA 200.7 (D) [1]*,1 Meters,"Water, Natural",Normal Sample,0,,
Natomas East Main Drainage Canal @ El Camino Rd,NEMDC @ ElCamino Rd,A0V83671280,C0122B0013,01/05/2022 11:50,Dissolved Silica (SiO2),14808-60-7,26.1,0.1,mg/L,EPA 200.7 (D) [1]*,1 Meters,"Water, Natural",Normal Sample,0,,
Natomas East Main Drainage Canal @ El Camino Rd,NEMDC @ ElCamino Rd,A0V83671280,C0122B0013,01/05/2022 11:50,Dissolved Sodium,7440-23-5,24.8,1,mg/L,EPA 200.7 (D) [1]*,1 Meters,"Water, Natural",Normal Sample,0,,
Natomas East Main Drainage Canal @ El Camino Rd,NEMDC @ ElCamino Rd,A0V83671280,C0122B0013,01/05/2022 11:50,Total Dissolved Solids,0,206,2.5,mg/L,Std Method 2540 C [1]*,1 Meters,"Water, Natural",Normal Sample,0,,
Natomas East Main Drainage Canal @ El Camino Rd,NEMDC @ ElCamino Rd,A0V83671280,C0122B0013,01/05/2022 11:50,Total Suspended Solids,0,62.2,2.5,mg/L,EPA 160.2 [1]*,1 Meters,"Water, Natural",Normal Sample,0,,
Natomas East Main Drainage Canal @ El Camino Rd,NEMDC @ ElCamino Rd,A0V83671280,C0122B0013,01/05/2022 11:50,Volatile Suspended Solids,0,10,2.5,mg/L,EPA 160.4 [1]*,1 Meters,"Water, Natural",Normal Sample,0,,
Natomas East Main Drainage Canal @ El Camino Rd,NEMDC @ ElCamino Rd,A0V83671280,C0122B0013,01/05/2022 11:50,Dissolved Sulfate,14808-79-8,18.2,10,mg/L,EPA 300.0 [1]*,1 Meters,"Water, Natural",Normal Sample,0,,
Natomas East Main Drainage Canal @ El Camino Rd,NEMDC @ ElCamino Rd,A0V83671280,C0122B0013,01/05/2022 11:50,Total Kjeldahl Nitrogen,TKN,0.991,0.1,mg/L as N,EPA 351.2 [1]*,1 Meters,"Water, Natural",Normal Sample,0,,
Natomas East Main Drainage Canal @ El Camino Rd,NEMDC @ ElCamino Rd,A0V83671280,C0122B0013,01/05/2022 11:50,Field Specific Conductance,0, 336.5,,uS/cm@25 °C,EPA 120.1 (Field) [1]*,1 Meters,"Water, Natural",Normal Sample,0,,
Natomas East Main Drainage Canal @ El Camino Rd,NEMDC @ ElCamino Rd,A0V83671280,C0122B0013,01/05/2022 11:50,Field Dissolved Oxygen,0, 8.63,,mg/L,EPA 360.1 (Field) [1]*,1 Meters,"Water, Natural",Normal Sample,0,,
Natomas East Main Drainage Canal @ El Camino Rd,NEMDC @ ElCamino Rd,A0V83671280,C0122B0013,01/05/2022 11:50,Field pH,0, 7.26,,pH Units,EPA 150.1 (Field) [1]*,1 Meters,"Water, Natural",Normal Sample,0,,
Natomas East Main Drainage Canal @ El Camino Rd,NEMDC @ ElCamino Rd,A0V83671280,C0122B0013,01/05/2022 11:50,Field Water Temperature,0, 10.1,,°C,EPA 170.1 (Field) [1]*,1 Meters,"Water, Natural",Normal Sample,0,,
Natomas East Main Drainage Canal @ El Camino Rd,NEMDC @ ElCamino Rd,A0V83671280,C0122B0013,01/05/2022 11:50,Field Turbidity,0, 46.92,,F.N.U.,EPA 180.1 (Field) [D-2]*,1 Meters,"Water, Natural",Normal Sample,0,,
American River at Water Treatment Plant,AMERICAN,A0714010,C0122B0014,01/05/2022 13:55,Total Alkalinity,471-34-1,30.5,20,mg/L as CaCO3,Std Method 2320 B [1]*,1 Meters,"Water, Natural",Normal Sample,0,,
American River at Water Treatment Plant,AMERICAN,A0714010,C0122B0014,01/05/2022 13:55,Dissolved Ammonia,7664-41-7,<0.05,0.05,mg/L as N,EPA 350.1 (D) [1]*,1 Meters,"Water, Natural",Normal Sample,0,,
American River at Water Treatment Plant,AMERICAN,A0714010,C0122B0014,01/05/2022 13:55,Dissolved Boron,7440-42-8,<0.1,0.1,mg/L,EPA 200.7 (D) [1]*,1 Meters,"Water, Natural",Normal Sample,0,,
American River at Water Treatment Plant,AMERICAN,A0714010,C0122B0014,01/05/2022 13:55,Dissolved Bromide,24959-67-9,<0.1,0.1,mg/L,EPA 300.0 [1]*,1 Meters,"Water, Natural",Normal Sample,0,,
American River at Water Treatment Plant,AMERICAN,A0714010,C0122B0014,01/05/2022 13:55,Dissolved Calcium,7440-70-2,7.35,1,mg/L,EPA 200.7 (D) [1]*,1 Meters,"Water, Natural",Normal Sample,0,,
American River at Water Treatment Plant,AMERICAN,A0714010,C0122B0014,01/05/2022 13:55,Dissolved Chloride,16887-00-6,2.14,1,mg/L,EPA 300.0 [1]*,1 Meters,"Water, Natural",Normal Sample,0,,
American River at Water Treatment Plant,AMERICAN,A0714010,C0122B0014,01/05/2022 13:55,Chlorophyll a,479-61-8,1.98,0.5,ug/L,Std Method 10200 H [1]*,1 Meters,"Water, Natural",Normal Sample,0,,
American River at Water Treatment Plant,AMERICAN,A0714010,C0122B0014,01/05/2022 13:55,Specific Conductance,0,76.9,5,uS/cm@25 °C,Std Method 2510-B [1]*,1 Meters,"Water, Natural",Normal Sample,0,,
American River at Water Treatment Plant,AMERICAN,A0714010,C0122B0014,01/05/2022 13:55,Dissolved Hardness,0,30,1,mg/L as CaCO3,Std Method 2340 B (D) [1]*,1 Meters,"Water, Natural",Normal Sample,0,,
American River at Water Treatment Plant,AMERICAN,A0714010,C0122B0014,01/05/2022 13:55,Dissolved Magnesium,7439-95-4,2.81,1,mg/L,EPA 200.7 (D) [1]*,1 Meters,"Water, Natural",Normal Sample,0,,
American River at Water Treatment Plant,AMERICAN,A0714010,C0122B0014,01/05/2022 13:55,Dissolved Nitrate + Nitrite,NO3+NO2,0.196,0.05,mg/L as N,Std Method 4500-NO3-F [1]*,1 Meters,"Water, Natural",Normal Sample,0,,
American River at Water Treatment Plant,AMERICAN,A0714010,C0122B0014,01/05/2022 13:55,Dissolved Organic Carbon,7440-44-0,2.8,0.5,mg/L as C,EPA 415.3 (D) [1]*,1 Meters,"Water, Natural",Normal Sample,0,,
American River at Water Treatment Plant,AMERICAN,A0714010,C0122B0014,01/05/2022 13:55,Total Organic Carbon,7440-44-0,2.7,0.5,mg/L as C,EPA 415.3 (T) [1]*,1 Meters,"Water, Natural",Normal Sample,0,,
American River at Water Treatment Plant,AMERICAN,A0714010,C0122B0014,01/05/2022 13:55,Dissolved ortho-Phosphate,14265-44-2,<0.05,0.05,mg/L as P,EPA 365.1 [1]*,1 Meters,"Water, Natural",Normal Sample,0,,
American River at Water Treatment Plant,AMERICAN,A0714010,C0122B0014,01/05/2022 13:55,Pheophytin a,0,1.7,0.5,ug/L,Std Method 10200 H [1]*,1 Meters,"Water, Natural",Normal Sample,0,,
American River at Water Treatment Plant,AMERICAN,A0714010,C0122B0014,01/05/2022 13:55,Total Phosphorus,7723-14-0,0.016,0.01,mg/L as P,EPA 365.4 [1]*,1 Meters,"Water, Natural",Normal Sample,0,,
American River at Water Treatment Plant,AMERICAN,A0714010,C0122B0014,01/05/2022 13:55,Dissolved Potassium,7440-09-7,0.778,0.5,mg/L,EPA 200.7 (D) [1]*,1 Meters,"Water, Natural",Normal Sample,0,,
American River at Water Treatment Plant,AMERICAN,A0714010,C0122B0014,01/05/2022 13:55,Dissolved Silica (SiO2),14808-60-7,11.5,0.1,mg/L,EPA 200.7 (D) [1]*,1 Meters,"Water, Natural",Normal Sample,0,,
American River at Water Treatment Plant,AMERICAN,A0714010,C0122B0014,01/05/2022 13:55,Dissolved Sodium,7440-23-5,2.71,1,mg/L,EPA 200.7 (D) [1]*,1 Meters,"Water, Natural",Normal Sample,0,,
American River at Water Treatment Plant,AMERICAN,A0714010,C0122B0014,01/05/2022 13:55,Total Dissolved Solids,0,50,2.5,mg/L,Std Method 2540 C [1]*,1 Meters,"Water, Natural",Normal Sample,0,,
American River at Water Treatment Plant,AMERICAN,A0714010,C0122B0014,01/05/2022 13:55,Total Suspended Solids,0,6.7,2.5,mg/L,EPA 160.2 [1]*,1 Meters,"Water, Natural",Normal Sample,0,,
American River at Water Treatment Plant,AMERICAN,A0714010,C0122B0014,01/05/2022 13:55,Volatile Suspended Solids,0,<2.5,2.5,mg/L,EPA 160.4 [1]*,1 Meters,"Water, Natural",Normal Sample,0,,
American River at Water Treatment Plant,AMERICAN,A0714010,C0122B0014,01/05/2022 13:55,Dissolved Sulfate,14808-79-8,3.65,1,mg/L,EPA 300.0 [1]*,1 Meters,"Water, Natural",Normal Sample,0,,
American River at Water Treatment Plant,AMERICAN,A0714010,C0122B0014,01/05/2022 13:55,Total Kjeldahl Nitrogen,TKN,0.2,0.1,mg/L as N,EPA 351.2 [1]*,1 Meters,"Water, Natural",Normal Sample,0,,
American River at Water Treatment Plant,AMERICAN,A0714010,C0122B0014,01/05/2022 13:55,Field Specific Conductance,0, 77.7,,uS/cm@25 °C,EPA 120.1 (Field) [1]*,1 Meters,"Water, Natural",Normal Sample,0,,
American River at Water Treatment Plant,AMERICAN,A0714010,C0122B0014,01/05/2022 13:55,Field Dissolved Oxygen,0, 11.68,,mg/L,EPA 360.1 (Field) [1]*,1 Meters,"Water, Natural",Normal Sample,0,,
American River at Water Treatment Plant,AMERICAN,A0714010,C0122B0014,01/05/2022 13:55,Field pH,0, 7.58,,pH Units,EPA 150.1 (Field) [1]*,1 Meters,"Water, Natural",Normal Sample,0,,
American River at Water Treatment Plant,AMERICAN,A0714010,C0122B0014,01/05/2022 13:55,Field Water Temperature,0, 10.3,,°C,EPA 170.1 (Field) [1]*,1 Meters,"Water, Natural",Normal Sample,0,,
